timestamp,class_id,class_name,conf,x1,y1,x2,y2
2025-09-02T05:24:30.505457,1,healthy,0.7348,0.00,205.63,63.68,293.50
2025-09-02T05:24:30.505457,1,healthy,0.6371,333.62,85.87,370.61,125.79
2025-09-02T05:24:30.505457,1,healthy,0.6272,304.17,84.67,371.30,125.47
2025-09-02T05:24:30.745221,1,healthy,0.7348,0.00,205.63,63.68,293.50
2025-09-02T05:24:30.745221,1,healthy,0.6374,333.63,85.87,370.61,125.80
2025-09-02T05:24:30.745221,1,healthy,0.6272,304.17,84.67,371.30,125.48
2025-09-02T05:24:31.004334,1,healthy,0.7372,0.00,205.23,62.82,294.18
2025-09-02T05:24:31.004334,1,healthy,0.6161,303.16,84.76,370.96,125.74
2025-09-02T05:24:31.004334,1,healthy,0.6100,334.10,85.97,370.44,126.05
2025-09-02T05:24:31.193692,1,healthy,0.7406,0.00,204.81,61.97,294.85
2025-09-02T05:24:31.386278,1,healthy,0.7303,0.00,203.76,61.18,296.79
2025-09-02T05:24:31.587534,1,healthy,0.7323,0.00,204.03,61.11,295.20
2025-09-02T05:24:31.766420,1,healthy,0.7292,0.00,203.95,61.68,292.96
2025-09-02T05:24:32.010191,1,healthy,0.6954,0.00,205.03,61.26,291.34
2025-09-02T05:24:32.010191,0,bleached,0.6641,77.65,242.69,120.02,279.92
2025-09-02T05:24:32.185385,1,healthy,0.6954,0.00,205.03,61.26,291.35
2025-09-02T05:24:32.185385,0,bleached,0.6639,77.65,242.69,120.02,279.92
2025-09-02T05:24:32.400443,0,bleached,0.7624,78.96,242.89,119.54,279.65
2025-09-02T05:24:32.400443,1,healthy,0.6856,0.00,201.45,60.81,293.19
2025-09-02T05:24:32.602747,0,bleached,0.7731,79.09,242.99,119.34,280.98
2025-09-02T05:24:32.602747,1,healthy,0.6991,0.00,201.21,60.70,299.11
2025-09-02T05:24:32.779656,0,bleached,0.7744,79.01,243.11,119.05,281.20
2025-09-02T05:24:32.779656,1,healthy,0.6857,0.00,201.18,60.61,300.58
2025-09-02T05:24:32.779656,1,healthy,0.6299,309.21,85.95,368.25,126.02
2025-09-02T05:24:32.945302,0,bleached,0.7760,79.47,243.33,119.05,280.99
2025-09-02T05:24:32.945302,1,healthy,0.6803,0.00,200.46,60.37,301.19
2025-09-02T05:24:32.945302,1,healthy,0.6122,309.41,85.87,368.22,125.68
2025-09-02T05:24:33.105727,0,bleached,0.7995,80.03,244.29,119.87,278.24
2025-09-02T05:24:33.105727,1,healthy,0.6413,309.50,85.80,368.23,125.42
2025-09-02T05:24:33.105727,1,healthy,0.6401,0.00,202.06,60.23,289.04
2025-09-02T05:24:33.279689,0,bleached,0.7171,78.64,243.88,118.18,277.72
2025-09-02T05:24:33.279689,1,healthy,0.6319,309.57,85.84,368.58,125.19
2025-09-02T05:24:33.279689,1,healthy,0.6145,0.07,204.36,61.25,330.87
2025-09-02T05:24:33.438108,1,healthy,0.6585,310.01,85.87,368.56,125.30
2025-09-02T05:24:33.438108,1,healthy,0.6347,0.12,206.91,57.24,335.61
2025-09-02T05:24:33.625050,1,healthy,0.6270,312.31,85.91,368.88,125.18
2025-09-02T05:24:33.796878,1,healthy,0.6202,310.83,85.94,368.56,125.42
2025-09-02T05:24:34.095344,1,healthy,0.6549,313.89,85.93,368.56,125.86
2025-09-02T05:24:34.095344,1,healthy,0.6337,104.60,17.89,139.41,70.37
2025-09-02T05:24:34.243203,1,healthy,0.6635,104.43,17.99,139.48,70.55
2025-09-02T05:24:34.243203,1,healthy,0.6586,319.55,85.84,368.36,126.10
2025-09-02T05:24:34.243203,1,healthy,0.6056,318.32,85.83,369.81,125.52
2025-09-02T05:24:34.406729,1,healthy,0.6552,103.20,17.93,139.50,71.47
2025-09-02T05:24:34.573181,1,healthy,0.6050,104.04,18.74,139.29,70.30
2025-09-02T05:24:34.747482,1,healthy,0.6098,103.72,18.50,138.94,70.27
2025-09-02T05:24:35.786670,1,healthy,0.6336,105.44,151.40,174.51,209.93
2025-09-02T05:24:35.954776,1,healthy,0.6484,106.36,152.12,174.25,208.97
2025-09-02T05:24:36.126381,1,healthy,0.6785,106.34,151.83,173.44,209.21
2025-09-02T05:24:36.284966,1,healthy,0.6864,106.48,151.97,173.55,209.76
2025-09-02T05:24:36.454657,1,healthy,0.6493,105.58,151.39,173.32,209.18
2025-09-02T05:24:36.650293,1,healthy,0.6496,105.29,152.40,173.28,209.71
2025-09-02T05:24:36.836958,1,healthy,0.6242,105.64,152.89,173.47,209.63
2025-09-02T05:24:36.836958,1,healthy,0.6150,102.96,18.76,139.12,67.87
2025-09-02T05:24:37.021287,1,healthy,0.6206,102.95,19.25,138.96,67.91
2025-09-02T05:24:39.885653,1,healthy,0.6492,326.55,87.28,371.47,128.31
2025-09-02T05:24:40.043865,1,healthy,0.6381,328.81,87.35,371.14,128.03
2025-09-02T05:24:40.501269,1,healthy,0.7217,323.78,87.01,372.39,129.31
2025-09-02T05:24:41.463187,1,healthy,0.6197,307.32,83.89,373.02,126.24
2025-09-02T05:24:41.910148,1,healthy,0.6921,307.13,81.67,373.06,123.88
2025-09-02T05:24:42.069789,1,healthy,0.6920,307.13,81.67,373.07,123.88
2025-09-02T05:24:42.290647,1,healthy,0.6398,306.92,81.93,372.57,122.38
2025-09-02T05:24:42.450484,1,healthy,0.6479,305.83,81.30,372.92,121.66
2025-09-02T05:24:43.672002,1,healthy,0.6320,311.84,73.67,372.89,121.14
2025-09-02T05:24:44.476247,1,healthy,0.6726,308.07,71.06,373.13,116.33
2025-09-02T05:24:44.956508,1,healthy,0.6314,309.79,71.88,374.11,115.50
2025-09-02T05:24:45.585313,1,healthy,0.6133,183.26,42.96,230.04,77.46
2025-09-02T05:24:52.787028,1,healthy,0.7028,311.17,64.10,379.15,107.01
2025-09-02T05:24:52.949331,1,healthy,0.6919,311.42,64.25,378.74,107.07
2025-09-02T05:24:53.101974,1,healthy,0.7467,311.77,63.71,378.90,107.59
2025-09-02T05:24:53.263435,1,healthy,0.7228,311.01,64.83,375.17,106.68
2025-09-02T05:24:53.429124,1,healthy,0.6838,310.62,65.51,379.74,109.19
2025-09-02T05:24:53.599549,1,healthy,0.6588,310.85,65.69,380.03,109.46
2025-09-02T05:24:53.761056,1,healthy,0.7071,312.70,66.03,380.48,109.12
2025-09-02T05:24:53.925613,1,healthy,0.6985,314.98,66.03,381.09,110.64
2025-09-02T05:24:54.088946,1,healthy,0.7353,315.19,66.39,381.68,110.52
2025-09-02T05:24:54.241950,1,healthy,0.6938,315.51,66.16,380.63,110.80
2025-09-02T05:24:54.393896,1,healthy,0.6203,315.95,66.23,381.23,110.96
2025-09-02T05:24:54.553837,1,healthy,0.6080,317.46,66.30,380.99,111.98
2025-09-02T05:24:54.712271,1,healthy,0.7070,318.38,66.29,380.69,112.08
2025-09-02T05:24:54.868430,1,healthy,0.6463,317.85,66.79,381.36,113.08
2025-09-02T05:24:55.026275,1,healthy,0.6533,317.04,67.41,381.23,113.64
2025-09-02T05:24:55.968304,1,healthy,0.6720,324.33,72.27,385.35,119.02
2025-09-02T05:24:56.124396,1,healthy,0.6262,320.39,71.31,386.38,119.71
2025-09-02T05:24:56.270600,1,healthy,0.6999,321.21,71.53,386.28,119.88
2025-09-02T05:24:56.416490,1,healthy,0.7165,319.56,70.86,387.56,119.77
2025-09-02T05:24:56.566005,1,healthy,0.7334,319.79,70.95,387.25,119.10
2025-09-02T05:24:56.713606,1,healthy,0.6984,319.08,70.85,387.05,119.07
2025-09-02T05:24:57.148016,1,healthy,0.6194,316.90,71.79,386.60,120.08
2025-09-02T05:24:57.291707,1,healthy,0.6283,165.82,49.03,255.66,144.50
2025-09-02T05:24:57.291707,1,healthy,0.6249,316.84,72.45,386.72,119.56
2025-09-02T05:24:57.575722,1,healthy,0.6374,167.59,54.47,256.51,145.56
2025-09-02T05:24:58.334338,1,healthy,0.6290,331.99,82.39,388.72,123.56
2025-09-02T05:24:58.947474,1,healthy,0.6242,123.88,23.20,155.61,71.33
2025-09-02T05:24:59.107982,1,healthy,0.7026,323.44,81.70,389.20,126.09
2025-09-02T05:24:59.276741,1,healthy,0.7142,324.38,81.63,389.26,126.21
2025-09-02T05:24:59.436363,1,healthy,0.6833,328.29,82.63,387.56,126.79
2025-09-02T05:24:59.602036,1,healthy,0.6843,329.08,82.90,387.94,126.89
2025-09-02T05:24:59.788591,1,healthy,0.6651,328.78,82.95,387.92,126.37
2025-09-02T05:25:00.272010,1,healthy,0.6019,0.00,210.47,62.28,335.26
2025-09-02T05:25:00.443106,1,healthy,0.6103,0.00,211.27,62.65,335.35
2025-09-02T05:25:00.607327,0,bleached,0.6426,280.20,139.23,319.16,180.03
2025-09-02T05:25:00.607327,1,healthy,0.6209,0.00,211.14,62.18,335.48
2025-09-02T05:25:00.846917,0,bleached,0.6568,280.12,139.23,319.29,180.24
2025-09-02T05:25:00.846917,1,healthy,0.6097,0.00,211.31,61.94,335.57
2025-09-02T05:25:01.043717,0,bleached,0.6492,279.60,140.46,317.99,174.25
2025-09-02T05:25:01.043717,1,healthy,0.6231,0.00,211.15,61.40,335.27
2025-09-02T05:25:01.220592,1,healthy,0.6201,0.00,211.30,61.31,335.49
2025-09-02T05:25:01.220592,1,healthy,0.6193,325.76,87.93,389.83,130.17
2025-09-02T05:25:01.220592,0,bleached,0.6035,279.66,140.49,318.43,174.44
